,SX,M (€),R (mois),F (mois),CA_MOIS (€),CA_TRIM (€),CA_SEM (€),CA_ANNU (€),AG (an),NB_LIV_ENF (unité),NB_LIV_ADO (unité),NB_LIV_ROM (unité),NB_LIV_ART (unité),NB_LIV_BRIC (unité),NB_LIV_ESS (unité),NB_LIV_HIST (unités),NB_LIV_SCI (unité),NB_LIV_GEO (unités),NB_LIV_ECO (unité),NB_LIV_FIN (unité)
00227195,M,139,16,1,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0
00227196,M,280,14,1,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0
00227202,F,195,24,2,0,0,0,0,32,0,0,0,1,0,1,0,0,0,0,0
00227204,F,262,10,2,0,0,0,1572,12,1,0,0,0,0,1,0,0,0,1,0
00227205,F,211,8,12,0,0,0,211,36,2,4,1,2,2,1,0,1,1,1,0
00227207,F,213,12,2,0,0,0,1278,14,0,0,1,0,0,1,0,0,0,0,0
00227208,M,227,32,8,0,0,0,0,78,4,0,2,0,0,0,2,0,0,0,0
00227209,F,340,26,6,0,0,0,0,44,1,1,2,0,0,0,2,0,0,0,0
00227210,F,218,14,8,0,0,0,0,56,2,2,3,0,1,0,0,1,0,0,0
00227211,F,199,36,2,0,0,0,0,44,1,0,0,0,0,1,0,0,0,0,0
00227212,F,261,18,1,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,1
00227213,F,175,14,2,0,0,0,0,16,0,0,1,1,0,0,0,0,0,0,0
00227214,F,36,2,1,0,108,216,432,2,1,0,0,0,0,0,0,0,0,0,0
00227215,F,156,12,2,0,0,0,936,20,0,1,0,0,1,0,0,0,0,0,0
00227216,F,120,22,1,0,0,0,0,22,0,0,1,0,0,0,0,0,0,0,0
00227218,F,259,16,1,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0
00227221,M,365,6,11,0,0,199,398,46,0,2,3,5,0,0,1,1,0,0,0
00227224,F,326,26,5,0,0,0,0,48,0,0,0,1,1,3,0,0,0,0,0
00227225,M,429,16,9,0,0,0,0,34,4,0,1,1,1,1,1,0,0,0,0
00227229,F,170,2,2,0,255,510,1020,4,0,0,1,1,0,0,0,0,0,0,0
00227234,F,28,32,1,0,0,0,0,32,1,0,0,0,0,0,0,0,0,0,0
00227235,F,253,8,1,0,0,0,3036,8,0,0,1,0,0,0,0,0,0,0,0
00227237,F,57,12,2,0,0,0,342,16,2,0,0,0,0,0,0,0,0,0,0
00227239,M,131,12,1,0,0,0,1572,12,0,0,0,1,0,0,0,0,0,0,0
00227241,M,175,16,1,0,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0
00227242,M,79,2,2,0,119,237,474,10,1,0,0,0,0,0,1,0,0,0,0
00227244,F,263,28,1,0,0,0,0,28,0,0,0,1,0,0,0,0,0,0,0
00227245,M,238,30,4,0,0,0,0,44,0,0,1,1,1,1,0,0,0,0,0
00227247,F,155,6,2,0,0,465,930,8,0,0,0,0,0,2,0,0,0,0,0
00227249,F,147,22,1,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0
00227251,F,150,10,2,0,0,0,900,18,0,0,0,1,0,0,1,0,0,0,0
00227252,F,52,6,1,0,0,312,624,6,0,0,0,0,0,1,0,0,0,0,1
00227253,F,415,18,9,0,0,0,0,52,0,3,1,0,0,2,3,0,0,0,1
00227255,F,101,16,1,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0
00227264,M,220,2,2,0,330,660,1320,8,1,0,0,0,0,0,1,0,0,0,1
00227271,F,115,12,2,0,0,0,690,18,0,0,0,0,0,1,1,0,0,0,0
00227273,F,292,16,1,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,0
00227274,M,211,16,6,0,0,0,0,34,2,1,1,1,1,0,0,1,0,0,0
00227275,M,181,32,2,0,0,0,0,38,0,0,1,0,0,0,1,0,0,0,0
00227278,M,187,28,2,0,0,0,0,32,1,0,1,0,0,0,0,1,0,0,0
00227279,F,242,22,1,0,0,0,0,22,0,0,0,0,1,0,0,0,0,0,0
00227282,F,227,36,1,0,0,0,0,36,0,0,1,0,0,0,0,0,0,0,0
00227283,F,189,16,6,0,0,0,0,40,2,1,1,0,0,1,1,0,0,0,0
00227285,M,148,8,5,0,0,0,355,36,0,0,3,0,2,0,0,1,1,0,1
00227286,M,285,4,2,0,0,855,1710,8,1,0,0,1,0,0,0,0,0,0,0
00227287,F,352,26,8,0,0,0,0,52,2,0,2,3,1,0,0,1,0,0,0
00227288,F,92,32,2,0,0,0,0,34,1,1,0,0,0,0,0,0,0,0,0
00227291,F,61,4,1,0,0,366,732,4,1,0,0,0,0,0,0,0,0,0,0
00227295,F,150,16,1,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0
00227297,M,313,10,1,0,0,0,3756,10,0,0,0,0,1,0,0,0,0,0,0
00227299,M,151,16,2,0,0,0,0,20,0,0,1,0,0,1,0,0,0,0,0
00227300,F,155,2,10,0,47,93,186,26,1,2,2,2,1,1,1,1,0,0,0
00227306,F,97,16,5,0,0,0,0,30,1,0,2,1,0,1,0,0,0,0,0
00227312,M,265,36,2,0,0,0,0,44,0,0,1,0,1,0,0,0,0,0,0
00227314,M,280,14,1,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,0
00227315,F,240,10,2,0,0,0,1440,18,0,1,0,0,0,0,1,0,0,0,0
00227316,F,216,14,1,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0
00227317,M,243,6,5,0,0,292,583,22,0,2,2,0,0,0,1,1,0,0,0
00227318,F,133,22,1,0,0,0,0,22,0,0,0,1,0,0,0,0,0,0,0
00227320,F,251,16,4,0,0,0,0,28,2,1,0,0,0,0,1,0,0,0,0
00227321,F,182,14,11,0,0,0,0,40,5,0,2,1,0,1,2,0,0,0,1
00227322,F,310,34,2,0,0,0,0,36,1,0,0,0,1,0,0,0,1,0,0
00227327,M,112,8,2,0,0,0,672,16,0,0,2,0,0,0,0,0,0,0,0
00227328,F,291,28,1,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0
00227330,M,209,2,2,0,314,627,1254,8,0,0,0,0,0,0,2,0,0,0,0
00227333,F,283,4,7,0,0,243,485,28,2,0,2,2,0,1,0,1,0,1,0
00227334,F,235,16,1,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0
00227335,F,267,4,1,0,0,1602,3204,4,0,0,0,0,0,1,0,0,0,0,0
00227336,F,282,4,1,0,0,1692,3384,4,0,1,0,0,0,0,0,0,0,0,0
00227337,F,127,16,2,0,0,0,0,20,0,1,0,0,0,0,1,0,0,0,0
00227340,F,151,22,2,0,0,0,0,28,0,0,2,0,0,0,0,0,0,0,0
00227341,M,429,4,10,0,0,257,515,38,2,0,1,2,2,0,3,0,0,0,1
00227344,F,229,12,2,0,0,0,1374,14,1,0,0,0,0,1,0,0,0,0,0
00227346,M,205,12,1,0,0,0,2460,12,0,1,0,0,0,0,0,0,0,0,0
00227350,M,229,10,3,0,0,0,916,18,0,0,2,0,0,0,1,0,0,0,0
00227352,F,455,10,11,0,0,0,496,42,2,3,3,1,1,0,1,1,0,0,0
00227354,F,351,2,10,0,105,211,421,60,3,1,1,2,2,1,0,1,1,1,0
00227356,M,243,6,2,0,0,729,1458,14,0,0,0,2,0,0,0,0,0,0,0
00227357,F,174,10,2,0,0,0,1044,12,0,0,0,0,0,0,2,0,0,0,0
00227360,F,187,2,8,0,70,140,281,18,0,2,1,0,1,1,3,1,1,1,1
00227365,F,112,14,1,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,1
00227367,M,287,2,11,0,78,157,313,30,4,1,2,0,1,1,2,1,0,0,0
00227371,M,234,6,2,0,0,702,1404,14,1,0,1,0,0,0,0,0,0,0,0
00227374,M,234,28,1,0,0,0,0,28,0,0,1,0,0,0,0,0,0,0,0
00227375,M,174,4,7,0,0,149,298,32,1,2,2,0,2,0,0,0,0,0,0
00227376,F,90,6,1,0,0,540,1080,6,1,0,0,0,0,0,0,0,0,0,0
00227377,F,45,4,2,0,0,135,270,12,1,1,0,0,0,0,0,0,0,0,0
00227379,F,184,16,8,0,0,0,0,48,6,0,1,0,0,0,1,0,0,0,0
00227381,M,225,12,2,0,0,0,1350,18,0,0,1,1,0,0,0,0,0,0,0
00227382,F,145,4,1,0,0,870,1740,4,0,1,0,0,0,0,0,0,0,0,0
00227384,F,201,8,1,0,0,0,2412,8,0,0,0,0,0,1,0,0,0,0,1
00227385,F,166,10,10,0,0,0,199,58,3,1,2,2,0,2,0,0,0,0,0
00227389,F,196,8,2,0,0,0,1176,12,0,0,1,1,0,0,0,0,0,0,0
00227393,M,47,2,2,0,71,141,282,4,0,0,1,0,0,1,0,0,0,0,0
00227396,F,185,20,4,0,0,0,0,38,0,1,1,1,0,0,1,0,0,0,0
00227398,F,357,4,8,0,0,268,536,28,1,1,4,1,0,0,1,0,0,0,0
00227399,F,119,4,2,0,0,357,714,12,0,0,1,0,1,0,0,0,0,0,0
00227400,F,42,12,2,0,0,0,252,16,0,0,2,0,0,0,0,1,0,0,0
00227401,F,90,14,1,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0
00227404,F,262,30,8,0,0,0,0,68,3,2,1,0,0,1,1,0,0,0,0
00227407,F,293,2,2,0,440,879,1758,10,1,0,1,0,0,0,0,1,0,0,1
00227411,M,118,10,2,0,0,0,708,16,1,0,1,0,0,0,0,0,0,0,0
00227412,F,212,6,1,0,0,1272,2544,6,0,0,0,1,0,0,0,0,0,0,0
00227415,F,157,16,1,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0
00227417,F,255,14,10,0,0,0,0,42,2,2,3,2,0,0,1,1,0,0,0
00227419,F,156,16,2,0,0,0,0,20,1,1,0,0,0,0,0,0,0,0,0
00227425,F,163,18,2,0,0,0,0,22,0,0,2,0,0,0,0,1,0,0,0
00227427,F,228,16,1,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0
00227429,M,136,6,1,0,0,816,1632,6,1,0,0,0,0,0,0,0,0,0,1
00227430,F,240,10,3,0,0,0,960,18,1,0,0,1,1,0,0,0,0,0,0
00227431,M,423,26,11,0,0,0,0,90,3,3,0,1,0,1,3,0,0,0,0
00227432,F,33,16,1,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0
00227433,F,311,12,1,0,0,0,3732,12,1,0,0,0,0,0,0,0,0,0,0
00227434,F,15,12,1,0,0,0,180,12,0,1,0,0,0,0,0,0,0,0,0
00227435,M,373,14,8,0,0,0,0,52,0,1,4,2,0,0,1,0,0,0,0
00227443,F,212,8,12,0,0,0,212,76,3,2,1,2,2,1,1,0,0,0,0
00227444,F,316,10,11,0,0,0,345,76,2,2,4,2,0,0,1,0,0,0,0
00227445,F,20,14,1,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,0
00227448,M,194,6,2,0,0,582,1164,12,1,0,0,0,0,1,0,0,0,0,1
00227451,F,111,8,1,0,0,0,1332,8,0,0,0,0,1,0,0,0,0,0,0
00227453,F,256,16,10,0,0,0,0,68,0,0,4,2,1,1,2,0,0,0,1
00227454,F,41,16,2,0,0,0,0,22,0,1,0,0,1,0,0,0,0,0,0
00227457,F,222,16,9,0,0,0,0,68,4,1,1,1,0,1,1,0,0,0,0
00227462,M,388,6,12,0,0,194,388,56,2,1,4,3,0,2,0,0,0,0,0
00227463,F,401,14,11,0,0,0,0,48,2,0,6,1,0,1,1,1,0,0,0
00227464,F,191,10,12,0,0,0,191,68,2,1,6,1,1,0,1,0,0,0,0
00227470,F,265,14,2,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0
00227471,F,361,14,6,0,0,0,0,28,1,0,0,2,0,1,2,0,0,0,0
00227472,M,71,6,2,0,0,213,426,8,1,0,0,1,0,0,0,0,0,0,0
00227473,M,248,16,4,0,0,0,0,36,1,1,2,0,0,0,0,0,0,0,0
00227474,M,210,8,1,0,0,0,2520,8,0,0,0,0,0,0,1,0,0,0,0
00227476,F,41,24,1,0,0,0,0,24,0,0,0,0,0,0,1,0,0,0,0
00227477,M,186,24,2,0,0,0,0,30,0,0,0,0,1,1,0,0,0,0,0
00227483,F,63,2,1,0,189,378,756,2,0,0,0,0,0,0,1,0,0,0,0
00227484,M,203,10,11,0,0,0,221,32,4,1,1,2,1,1,1,0,0,0,0
00227486,M,127,26,1,0,0,0,0,26,0,0,1,0,0,0,0,0,0,0,0
00227488,F,155,2,10,0,47,93,186,24,3,0,4,0,0,1,2,0,0,0,0
00227496,M,147,14,1,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0
00227497,F,49,30,2,0,0,0,0,32,2,0,0,0,0,0,0,0,0,0,0
00227499,M,257,14,3,0,0,0,0,30,0,0,2,0,0,1,0,1,0,0,0
00227501,F,30,16,1,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0
00227505,F,207,10,1,0,0,0,2484,10,0,0,0,0,0,0,1,0,0,0,0
00227506,M,61,4,1,0,0,366,732,4,0,0,0,0,0,0,1,0,0,0,1
00227507,F,165,4,9,0,0,110,220,50,1,1,2,2,2,0,1,0,0,0,0
00227509,M,298,14,1,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0
00227511,F,35,12,1,0,0,0,420,12,0,0,0,0,1,0,0,0,0,0,0
00227513,M,266,2,1,0,798,1596,3192,2,0,0,0,0,0,0,1,0,0,0,0
00227515,F,165,16,1,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0
00227520,F,38,12,2,0,0,0,228,18,0,0,0,0,1,1,0,0,0,0,0
00227522,F,426,14,9,0,0,0,0,58,1,1,2,2,2,1,0,1,1,1,0
00227525,F,160,30,5,0,0,0,0,46,2,0,0,1,0,1,1,0,0,1,0
00227526,M,308,34,1,0,0,0,0,34,1,0,0,0,0,0,0,0,0,0,0
00227533,M,101,14,1,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0
00227534,M,302,30,7,0,0,0,0,52,1,0,1,2,0,2,1,0,0,0,0
00227535,M,276,10,6,0,0,0,552,34,2,0,1,2,0,0,1,0,0,0,0
00227540,F,252,12,10,0,0,0,302,44,3,1,4,2,0,0,0,1,0,0,0
00227544,M,52,16,2,0,0,0,0,24,1,1,0,0,0,0,0,0,0,0,0
00227545,M,218,12,2,0,0,0,1308,20,1,0,1,0,0,0,0,0,0,0,0
00227547,F,96,24,3,0,0,0,0,32,0,0,0,1,0,1,1,0,0,0,0
00227548,M,52,16,2,0,0,0,0,20,0,1,0,0,0,1,0,0,0,0,0
00227551,F,306,4,2,0,0,918,1836,8,0,0,0,1,0,0,1,0,0,0,0
00227555,M,301,14,11,0,0,0,0,46,3,0,2,3,2,1,0,0,0,0,0
00227556,F,270,16,5,0,0,0,0,40,1,1,2,0,0,1,0,0,0,0,0
00227559,F,147,6,9,0,0,98,196,48,5,1,0,0,0,2,1,0,0,0,0
00227562,F,267,6,2,0,0,801,1602,12,0,0,2,0,0,0,0,0,0,0,0
00227564,F,152,2,1,0,456,912,1824,2,1,0,0,0,0,0,0,0,0,0,0
00227565,M,375,6,12,0,0,188,375,40,5,0,2,1,2,0,2,0,0,0,0
00227566,F,50,10,1,0,0,0,600,10,1,0,0,0,0,0,0,0,0,0,0
00227571,M,193,4,3,0,0,386,772,18,0,1,0,0,0,2,0,0,0,0,1
00227573,F,212,30,1,0,0,0,0,30,0,0,0,0,0,1,0,0,0,0,0
00227576,F,288,34,1,0,0,0,0,34,1,0,0,0,0,0,0,0,0,0,0
00227577,F,266,20,2,0,0,0,0,26,1,0,1,0,0,0,0,0,0,0,0
00227579,F,243,32,1,0,0,0,0,32,0,1,0,0,0,0,0,0,0,0,0
00227580,F,139,4,4,0,0,209,417,20,1,0,1,0,1,0,1,1,0,0,0
00227583,F,242,10,2,0,0,0,1452,14,0,0,1,0,0,0,1,0,0,0,0
00227584,F,300,24,1,0,0,0,0,24,0,1,0,0,0,0,0,0,0,0,0
00227585,F,232,6,1,0,0,1392,2784,6,0,0,0,0,0,1,0,0,0,0,0
00227587,M,287,10,11,0,0,0,313,74,2,1,2,2,2,0,2,1,0,0,0
00227589,F,296,10,2,0,0,0,1776,18,0,0,1,0,1,0,0,0,0,0,0
00227590,M,319,20,2,0,0,0,0,28,0,0,0,0,1,0,1,0,0,0,0
00227592,F,259,12,2,0,0,0,1554,16,0,1,0,0,0,0,1,0,0,0,0
00227594,F,87,14,4,0,0,0,0,34,3,0,0,0,1,0,0,0,0,0,1
00227595,F,272,10,12,0,0,0,272,66,4,1,1,2,0,1,3,1,0,1,1
00227596,F,297,6,1,0,0,1782,3564,6,0,1,0,0,0,0,0,0,0,0,0
00227597,F,120,10,1,0,0,0,1440,10,1,0,0,0,0,0,0,0,0,0,0
00227599,F,306,10,4,0,0,0,918,24,1,0,1,1,1,0,0,0,0,0,0
00227601,F,410,10,9,0,0,0,547,60,2,0,4,1,1,1,0,0,0,0,0
00227607,F,270,16,11,0,0,0,0,74,2,1,2,0,1,2,3,1,1,1,1
00227608,M,174,6,2,0,0,522,1044,12,1,0,0,0,0,1,0,0,0,0,0
00227611,F,325,24,7,0,0,0,0,38,3,0,1,1,0,2,0,0,0,0,0
00227615,F,263,32,2,0,0,0,0,36,0,1,0,1,0,0,0,0,0,0,0
00227616,F,115,8,1,0,0,0,1380,8,0,0,0,0,0,0,1,0,0,0,0
00227617,F,205,16,1,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0
00227618,F,336,12,10,0,0,0,403,60,2,1,5,1,1,0,0,1,0,0,0
00227619,F,150,6,1,0,0,900,1800,6,0,0,0,0,1,0,0,0,0,0,0
00227622,F,209,36,2,0,0,0,0,44,0,0,0,2,0,0,0,0,0,0,0
00227623,F,135,32,2,0,0,0,0,36,0,0,0,0,0,1,1,0,0,0,0
00227624,M,311,16,2,0,0,0,0,24,1,0,0,0,1,0,0,0,0,0,0
00227625,F,194,16,1,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,0
00227627,F,157,2,2,0,236,471,942,6,1,0,1,0,0,0,0,0,0,0,0
00227629,F,192,14,1,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0
00227631,M,55,8,1,0,0,0,660,8,0,1,0,0,0,0,0,0,0,0,0
00227634,F,113,6,7,0,0,97,194,46,1,2,0,1,0,1,2,0,0,0,0
00227636,F,58,12,2,0,0,0,348,18,2,0,0,0,0,0,0,0,0,0,0
00227638,F,271,12,5,0,0,0,650,32,0,1,2,1,0,0,1,0,0,0,1
00227639,M,87,10,1,0,0,0,1044,10,1,0,0,0,0,0,0,0,0,0,0
00227640,F,87,2,2,0,131,261,522,6,1,0,0,0,0,0,1,0,0,0,0
00227641,F,162,16,8,0,0,0,0,36,2,0,2,1,0,1,2,1,0,0,0
00227642,M,248,12,4,0,0,0,744,26,0,0,0,2,0,1,1,0,0,0,0
00227647,F,294,8,4,0,0,0,882,26,1,0,0,1,1,0,1,0,0,0,0
00227649,F,138,4,2,0,0,414,828,6,1,0,0,1,0,0,0,0,0,0,0
00227650,F,34,10,2,0,0,0,204,16,2,0,0,0,0,0,0,0,0,0,0
00227651,M,195,28,1,0,0,0,0,28,0,0,0,0,0,0,1,0,0,0,0
00227652,M,307,10,2,0,0,0,1842,14,0,0,1,0,0,0,1,0,0,0,0
00227653,M,125,4,7,0,0,107,214,20,2,0,3,2,0,0,0,0,0,0,0
00227654,F,282,12,9,0,0,0,376,52,2,0,4,0,1,1,1,1,0,0,0
00227660,F,163,6,2,0,0,489,978,14,0,0,2,0,0,0,0,0,0,0,0
00227661,M,45,12,2,0,0,0,270,16,0,0,1,1,0,0,0,0,0,0,0
00227662,M,209,26,1,0,0,0,0,26,0,0,0,1,0,0,0,0,0,0,0
00227663,F,60,16,4,0,0,0,0,34,0,0,1,0,2,0,1,0,0,0,0
00227665,F,328,6,2,0,0,984,1968,12,1,0,0,1,0,0,0,0,0,0,0
00227669,F,66,2,1,0,198,396,792,2,0,0,1,0,0,0,0,0,0,0,0
00227670,F,155,2,9,0,52,103,207,54,2,1,5,0,0,0,1,0,0,0,0
00227671,F,168,26,2,0,0,0,0,30,1,1,0,0,0,0,0,0,0,0,0
00227672,F,60,10,2,0,0,0,360,14,1,0,0,0,0,0,1,0,0,0,0
00227673,F,240,10,2,0,0,0,1440,14,1,0,0,0,0,0,1,0,0,0,0
00227674,F,39,8,1,0,0,0,468,8,0,0,0,1,0,0,0,0,0,0,0
00227677,F,93,14,1,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,1
00227678,M,36,12,1,0,0,0,432,12,1,0,0,0,0,0,0,0,0,0,0
00227679,F,323,26,2,0,0,0,0,34,0,0,0,0,0,1,1,0,0,0,0
00227680,F,372,8,6,0,0,0,744,36,2,1,1,0,1,0,1,0,0,0,0
00227683,F,386,24,10,0,0,0,0,46,4,0,1,3,0,2,0,0,0,0,0
00227685,F,308,26,4,0,0,0,0,34,2,0,1,1,0,0,0,0,0,0,0
00227686,F,46,2,2,0,69,138,276,6,0,0,1,0,1,0,0,0,1,0,0
00227687,F,318,8,2,0,0,0,1908,12,0,0,1,0,0,0,1,0,0,0,0
00227689,M,114,2,1,0,342,684,1368,2,0,0,0,0,0,0,1,0,0,0,0
00227691,F,213,28,10,0,0,0,0,62,1,1,4,0,2,1,1,0,0,0,0
00227692,F,266,14,1,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0
00227693,F,328,10,5,0,0,0,787,22,0,0,4,0,1,0,0,0,0,0,1
00227694,F,210,2,7,0,90,180,360,28,2,0,2,0,1,1,1,1,1,1,1
00227695,M,166,16,6,0,0,0,0,52,2,1,2,0,0,0,1,0,0,0,0
00227696,F,271,4,1,0,0,1626,3252,4,1,0,0,0,0,0,0,0,0,0,0
00227698,F,217,10,7,0,0,0,372,44,0,0,3,3,0,1,0,1,0,0,0
00227699,F,91,22,1,0,0,0,0,22,0,0,0,1,0,0,0,0,0,0,0
00227701,M,280,4,6,0,0,280,560,34,2,0,4,0,0,0,0,1,0,0,0
00227702,F,373,6,7,0,0,320,639,38,3,0,3,0,1,0,0,1,1,0,0
00227703,M,381,22,8,0,0,0,0,52,2,1,1,1,1,1,1,1,1,1,0
00227705,F,358,32,6,0,0,0,0,58,1,0,0,1,1,3,0,0,0,0,0
00227707,M,101,14,1,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0
00227708,F,118,16,1,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0
00227709,F,217,28,3,0,0,0,0,40,0,0,0,1,1,1,0,0,0,0,0
00227711,F,315,14,12,0,0,0,0,44,5,1,1,2,0,1,2,0,0,0,0
00227712,M,237,26,7,0,0,0,0,40,1,0,1,4,0,1,0,0,0,0,0
00227717,F,313,2,2,0,470,939,1878,10,0,0,1,0,0,0,1,0,0,0,0
00227720,F,155,4,9,0,0,103,207,44,2,1,1,1,1,0,3,0,0,0,0
00227721,F,459,14,11,0,0,0,0,70,1,1,3,1,0,3,2,0,0,0,0
00227723,F,225,4,2,0,0,675,1350,8,0,1,1,0,0,0,0,1,0,0,0
00227725,F,403,10,10,0,0,0,484,60,4,2,2,0,1,0,1,0,0,0,0
00227726,F,109,8,3,0,0,0,436,18,0,0,1,0,1,1,0,0,0,1,1
00227728,M,109,6,2,0,0,327,654,10,0,0,1,0,0,0,1,0,0,0,1
00227729,M,48,32,1,0,0,0,0,32,0,0,0,0,0,0,1,0,0,0,0
00227730,F,117,16,2,0,0,0,0,20,0,1,0,0,0,0,1,0,0,0,0
00227732,M,229,6,2,0,0,687,1374,12,1,1,0,0,0,0,0,0,0,0,0
00227735,F,75,2,2,0,113,225,450,8,0,0,2,0,0,0,0,1,0,0,0
00227737,M,229,28,8,0,0,0,0,70,4,0,1,1,1,1,0,0,0,0,0
00227738,F,44,6,2,0,0,132,264,10,0,0,1,0,0,0,1,0,0,0,0
00227739,F,172,10,1,0,0,0,2064,10,0,1,0,0,0,0,0,0,0,0,0
00227742,F,63,6,1,0,0,378,756,6,0,0,1,0,0,0,0,0,0,0,0
00227743,F,183,12,2,0,0,0,1098,16,1,0,0,0,0,0,1,0,0,0,0
00227744,F,230,16,1,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0
00227746,F,109,6,1,0,0,654,1308,6,1,0,0,0,0,0,0,0,0,0,0
00227747,F,252,30,2,0,0,0,0,36,1,0,0,0,0,1,0,0,0,0,0
00227749,M,36,14,1,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0
00227750,F,95,10,1,0,0,0,1140,10,1,0,0,0,0,0,0,0,0,0,1
00227752,F,426,14,10,0,0,0,0,74,3,0,3,2,1,0,1,1,1,0,0
00227755,F,259,2,2,0,389,777,1554,6,0,0,1,0,1,0,0,0,1,0,0
00227756,F,221,4,7,0,0,189,379,36,1,0,2,2,0,1,1,0,0,0,0
00227757,M,306,28,1,0,0,0,0,28,0,1,0,0,0,0,0,0,0,0,0
00227758,M,144,32,2,0,0,0,0,38,0,0,0,1,0,1,0,0,0,1,0
00227760,F,193,10,10,0,0,0,232,40,2,1,2,1,2,1,1,0,0,0,0
00227764,F,110,8,6,0,0,0,220,28,3,1,1,0,0,0,1,0,0,0,0
00227766,M,87,12,2,0,0,0,522,18,0,0,1,0,0,0,1,0,0,0,0
00227767,F,149,12,2,0,0,0,894,18,0,0,1,1,0,0,0,0,0,0,0
00227768,F,281,14,4,0,0,0,0,34,1,1,1,0,0,0,1,0,0,0,0
00227769,F,226,22,3,0,0,0,0,32,1,1,0,1,0,0,0,0,0,0,0
00227770,F,246,12,6,0,0,0,492,38,2,1,2,0,0,1,0,0,0,0,0
00227771,F,389,16,9,0,0,0,0,60,4,0,2,0,1,0,2,0,0,0,0
00227774,F,76,8,2,0,0,0,456,10,1,0,0,0,0,0,1,0,0,0,0
00227775,F,275,14,1,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,0
00227776,F,218,22,7,0,0,0,0,52,3,0,1,1,1,1,0,1,1,1,0
00227778,M,104,16,1,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0
00227781,M,123,6,1,0,0,738,1476,6,0,0,0,1,0,0,0,0,0,0,0
00227787,F,261,10,1,0,0,0,3132,10,0,0,0,0,0,1,0,0,0,0,1
00227788,F,222,6,1,0,0,1332,2664,6,1,0,0,0,0,0,0,0,0,0,0
00227789,F,66,16,2,0,0,0,0,24,0,0,1,0,0,1,0,0,0,0,0
00227791,M,237,12,2,0,0,0,1422,16,1,0,0,1,0,0,0,0,0,0,0
00227793,M,79,14,1,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0
00227795,M,49,24,1,0,0,0,0,24,0,0,0,0,0,1,0,0,0,0,1
00227796,F,227,2,4,0,170,341,681,16,1,0,3,0,0,0,0,0,0,0,0
00227799,F,229,2,5,0,137,275,550,14,1,0,4,0,0,0,0,1,0,0,0
00227800,F,216,2,1,0,648,1296,2592,2,0,0,1,0,0,0,0,0,0,0,0
00227802,F,275,8,11,0,0,0,300,36,3,2,4,0,1,1,0,0,0,0,0
00227804,F,21,14,1,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0
00227807,M,309,18,2,0,0,0,0,20,1,0,0,1,0,0,0,0,0,0,0
00227809,F,230,10,1,0,0,0,2760,10,1,0,0,0,0,0,0,0,0,0,0
00227810,F,142,32,2,0,0,0,0,38,1,0,0,1,0,0,0,0,0,0,0
00227811,F,244,4,2,0,0,732,1464,10,1,0,0,0,0,0,1,0,0,0,0
00227814,F,241,16,2,0,0,0,0,20,1,0,0,0,1,0,0,0,0,0,0
00227815,M,258,16,1,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,0
00227816,M,239,10,2,0,0,0,1434,16,0,0,0,1,0,0,1,0,0,0,0
00227817,F,151,14,2,0,0,0,0,16,0,0,0,2,0,0,0,0,0,0,0
